sec,nsec,joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
1757055523,727732595,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.787899971008301
1757055523,826730689,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.788281440734863
1757055523,935733151,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.051308631896972656,4.788281440734863
1757055524,34736250,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.051308631896972656,4.787899971008301
1757055524,133735567,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.787899971008301
1757055524,239730972,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.787899971008301
1757055524,342735547,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.788281440734863
1757055524,444740480,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.787899971008301
1757055524,548739100,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.051308631896972656,4.788281440734863
1757055524,648744477,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.788281440734863
1757055524,754742161,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.787899971008301
1757055524,854740082,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.788281440734863
1757055524,959730170,0.051690101623535156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4175252914428711,-0.050927162170410156,4.787899971008301
1757055525,59727949,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4163808822631836,-0.051308631896972656,4.788281440734863
1757055525,160740448,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.051308631896972656,4.787899971008301
1757055525,265730747,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2914857864379883,-0.4167623519897461,-0.051308631896972656,4.787899971008301
1757055525,366740090,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.050927162170410156,4.787899971008301
1757055525,471740695,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.042916297912597656,4.787899971008301
1757055525,570740863,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2914857864379883,-0.4167623519897461,-0.02117156982421875,4.787899971008301
1757055525,670730313,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00782012939453125,4.787899971008301
1757055525,779740431,0.051308631896972656,0.842869758605957,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00514984130859375,4.788281440734863
1757055525,876745602,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.787899971008301
1757055525,985729035,0.051308631896972656,0.842869758605957,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.787899971008301
1757055526,86731157,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.788281440734863
1757055526,186740253,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.787899971008301
1757055526,291765368,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.788281440734863
1757055526,392741530,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.788281440734863
1757055526,392741530,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00476837158203125,4.788281440734863
1757055526,497732709,0.051308631896972656,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00286102294921875,4.788281440734863
1757055526,598733181,0.047875404357910156,0.8432512283325195,0.829899787902832,-1.2914857864379883,-0.4167623519897461,-0.00019073486328125,4.787899971008301
1757055526,697732592,0.046349525451660156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4167623519897461,-0.00095367431640625,4.787899971008301
1757055526,802738894,0.046349525451660156,0.8432512283325195,0.829899787902832,-1.2911043167114258,-0.4171438217163086,-0.00209808349609375,4.787899971008301
1757055526,904740584,0.045586585998535156,0.8432512283325195,0.8340959548950195,-1.2907228469848633,-0.4171438217163086,-0.00667572021484375,4.787899971008301
1757055527,10740156,0.045586585998535156,0.8432512283325195,0.8340959548950195,-1.2907228469848633,-0.4171438217163086,-0.00820159912109375,4.788281440734863
1757055527,109732546,0.045586585998535156,0.8432512283325195,0.8340959548950195,-1.2911043167114258,-0.4171438217163086,-0.00896453857421875,4.787899971008301
1757055527,214731449,0.045586585998535156,0.8432512283325195,0.8340959548950195,-1.2911043167114258,-0.4171438217163086,-0.00896453857421875,4.788281440734863
1757055527,318738167,0.045586585998535156,0.8432512283325195,0.8340959548950195,-1.2911043167114258,-0.4171438217163086,-0.00896453857421875,4.788281440734863
1757055527,418731563,0.045586585998535156,0.8432512283325195,0.8340959548950195,-1.2911043167114258,-0.4171438217163086,-0.00896453857421875,4.787899971008301
1757055527,524746135,0.041008949279785156,0.843632698059082,0.834477424621582,-1.2911043167114258,-0.4186697006225586,-0.01964569091796875,4.787899971008301
1757055527,625740525,0.040246009826660156,0.843632698059082,0.834477424621582,-1.2911043167114258,-0.4190511703491211,-0.02841949462890625,4.787899971008301
1757055527,725733730,0.040627479553222656,0.843632698059082,0.8348588943481445,-1.2911043167114258,-0.4194326400756836,-0.02880096435546875,4.787899971008301
1757055527,829732217,0.040246009826660156,0.843632698059082,0.8348588943481445,-1.2911043167114258,-0.4190511703491211,-0.02956390380859375,4.788281440734863
1757055527,932738426,0.040627479553222656,0.843632698059082,0.8348588943481445,-1.2911043167114258,-0.4186697006225586,-0.02918243408203125,4.788281440734863
1757055528,36729270,0.040627479553222656,0.843632698059082,0.8348588943481445,-1.2911043167114258,-0.4182882308959961,-0.02880096435546875,4.788281440734863
1757055528,137732059,0.040627479553222656,0.843632698059082,0.8348588943481445,-1.2911043167114258,-0.4186697006225586,-0.02880096435546875,4.787899971008301
1757055528,236731476,0.02155303955078125,0.8470668792724609,0.8508815765380859,-1.2953004837036133,-0.4228658676147461,-0.060463905334472656,4.787899971008301
1757055528,340737094,-0.044060707092285156,0.805485725402832,0.8966579437255859,-1.2914857864379883,-0.4457540512084961,-0.09746742248535156,4.787899971008301
1757055528,443741013,-0.12798500061035156,0.7745857238769531,0.9439611434936523,-1.2903413772583008,-0.5075531005859375,-0.11577796936035156,4.787899971008301
1757055528,551740769,-0.17757701873779297,0.7784004211425781,0.9542608261108398,-1.2903413772583008,-0.5354013442993164,-0.12912940979003906,4.787899971008301
1757055528,649737563,-0.17185497283935547,0.788701057434082,0.9596014022827148,-1.2911043167114258,-0.5212860107421875,-0.12951087951660156,4.788281440734863
1757055528,750740406,-0.12150001525878906,0.8630886077880859,0.9775314331054688,-1.2945375442504883,-0.4644460678100586,-0.11539649963378906,4.787899971008301
1757055528,855740586,-0.07763004302978516,0.9866867065429688,1.0320825576782227,-1.2937746047973633,-0.3873882293701172,-0.08716678619384766,4.787899971008301
1757055528,955740262,-0.055886268615722656,1.0919733047485352,1.1400394439697266,-1.2933931350708008,-0.3454265594482422,-0.06809329986572266,4.787899971008301
1757055529,61740909,-0.047875404357910156,1.210230827331543,1.2499046325683594,-1.2907228469848633,-0.3255891799926758,-0.050545692443847656,4.788281440734863
1757055529,164738550,-0.045968055725097656,1.3132295608520508,1.3345918655395508,-1.2895784378051758,-0.3213930130004883,-0.045205116271972656,4.787899971008301
1757055529,264738894,-0.045968055725097656,1.3769359588623047,1.3708324432373047,-1.2926301956176758,-0.3160524368286133,-0.02956390380859375,4.788281440734863
1757055529,367743251,-0.045205116271972656,1.450942039489746,1.3883800506591797,-1.2872896194458008,-0.3137636184692383,0.00324249267578125,4.788281440734863
1757055529,468741529,-0.043679237365722656,1.49176025390625,1.3815135955810547,-1.2911043167114258,-0.3137636184692383,0.09937477111816406,4.787899971008301
1757055529,573741186,-0.043297767639160156,1.4974822998046875,1.3811321258544922,-1.2914857864379883,-0.3141450881958008,0.17223644256591797,4.788281440734863
1757055529,676740570,-0.042534828186035156,1.49786376953125,1.3811321258544922,-1.2907228469848633,-0.3130006790161133,0.19779491424560547,4.787899971008301
1757055529,777736169,-0.038720130920410156,1.49786376953125,1.3811321258544922,-1.2907228469848633,-0.3107118606567383,0.21076488494873047,4.788281440734863
1757055529,881733791,-0.031853675842285156,1.5020599365234375,1.3910503387451172,-1.2960634231567383,-0.3072786331176758,0.21457958221435547,4.787899971008301
1757055529,981738767,-0.01850128173828125,1.51922607421875,1.464674949645996,-1.2899599075317383,-0.2931642532348633,0.22678756713867188,4.788281440734863
1757055530,87734406,-0.038720130920410156,1.5264739990234375,1.543259620666504,-1.2872896194458008,-0.2878236770629883,0.17986583709716797,4.787899971008301
1757055530,186738906,-0.06809329986572266,1.5287628173828125,1.544022560119629,-1.2899599075317383,-0.2969789505004883,0.13065528869628906,4.787899971008301
1757055530,288741438,-0.12493324279785156,1.534104347229004,1.51007080078125,-1.2911043167114258,-0.3046083450317383,0.13179969787597656,4.788281440734863
1757055530,288741438,-0.12493324279785156,1.534104347229004,1.51007080078125,-1.2911043167114258,-0.3046083450317383,0.13179969787597656,4.788281440734863
1757055530,492732528,-0.2546348571777344,1.563096046447754,1.5074005126953125,-1.2914857864379883,-0.3137636184692383,0.050927162170410156,4.788281440734863
1757055530,492732528,-0.2546348571777344,1.563096046447754,1.5074005126953125,-1.2914857864379883,-0.3137636184692383,0.050927162170410156,4.788281440734863
1757055530,602736028,-0.3152894973754883,1.5817880630493164,1.50701904296875,-1.2903413772583008,-0.3149080276489258,-0.01049041748046875,4.787899971008301
1757055530,701738390,-0.3645000457763672,1.592850685119629,1.5074005126953125,-1.2907228469848633,-0.3183412551879883,-0.06313419342041016,4.788281440734863
1757055530,802741454,-0.4213399887084961,1.6100177764892578,1.5074005126953125,-1.2907228469848633,-0.3221559524536133,-0.12150001525878906,4.788281440734863
1757055530,904738263,-0.4724578857421875,1.6226062774658203,1.50701904296875,-1.2907228469848633,-0.3213930130004883,-0.17757701873779297,4.787899971008301
1757055531,9741141,-0.5346384048461914,1.6290912628173828,1.50701904296875,-1.2907228469848633,-0.3213930130004883,-0.24128341674804688,4.788281440734863
1757055531,111740898,-0.5891885757446289,1.6306171417236328,1.50701904296875,-1.2907228469848633,-0.3137636184692383,-0.2977418899536133,4.788281440734863
1757055531,211740540,-0.6414508819580078,1.6290912628173828,1.5054931640625,-1.2907228469848633,-0.3114748001098633,-0.3427553176879883,4.787899971008301
1757055531,313749608,-0.7146940231323242,1.6210803985595703,1.4959564208984375,-1.2907228469848633,-0.3095674514770508,-0.3507671356201172,4.788281440734863
1757055531,416735003,-0.7784004211425781,1.6130695343017578,1.4883270263671875,-1.2891969680786133,-0.3103303909301758,-0.3503856658935547,4.788281440734863
1757055531,518737013,-0.8264665603637695,1.6054401397705078,1.4822235107421875,-1.2911043167114258,-0.3068971633911133,-0.3503856658935547,4.788281440734863
1757055531,626731213,-0.8241777420043945,1.6054401397705078,1.4822235107421875,-1.2907228469848633,-0.3080415725708008,-0.3500041961669922,4.788281440734863
1757055531,726732619,-0.820744514465332,1.6054401397705078,1.4822235107421875,-1.2907228469848633,-0.3118562698364258,-0.3500041961669922,4.788281440734863
1757055531,826731227,-0.822270393371582,1.6054401397705078,1.481842041015625,-1.2907228469848633,-0.3141450881958008,-0.3480968475341797,4.787899971008301
1757055531,933750901,-0.822270393371582,1.6054401397705078,1.481842041015625,-1.2907228469848633,-0.3141450881958008,-0.3477153778076172,4.787899971008301
